--Inicio de ejecucion--
INFO- 11/10/2014   06:11:30 -INFO
11/10/2014   23:49:36-User Game.cpp INFO:Inicilizando componentes SDL
11/10/2014   23:49:36-User Game.cpp INFO:SDL Initialize: OK
11/10/2014   23:49:36-User Game.cpp INFO:Ventana creada
11/10/2014   23:49:36-User Game.cpp INFO:Inicializado SDL_image
11/10/2014   23:49:36-User Game.cpp INFO:Inicializado SDL_ttf
11/10/2014   23:49:36-User Game.cpp INFO:Componentes SDL Inicializados!
--Inicio de ejecucion--
INFO- 11/10/2014   23:49:42 -INFO
11/10/2014   23:49:42-User Game.cpp INFO:Inicilizando componentes SDL
11/10/2014   23:49:42-User Game.cpp INFO:SDL Initialize: OK
11/10/2014   23:49:42-User Game.cpp INFO:Ventana creada
11/10/2014   23:49:42-User Game.cpp INFO:Inicializado SDL_image
11/10/2014   23:49:42-User Game.cpp INFO:Inicializado SDL_ttf
11/10/2014   23:49:42-User Game.cpp INFO:Componentes SDL Inicializados!
--Inicio de ejecucion--
INFO- 11/10/2014   23:49:54 -INFO
11/10/2014   23:49:54-User Game.cpp INFO:Inicilizando componentes SDL
11/10/2014   23:49:54-User Game.cpp INFO:SDL Initialize: OK
11/10/2014   23:49:54-User Game.cpp INFO:Ventana creada
11/10/2014   23:49:54-User Game.cpp INFO:Inicializado SDL_image
11/10/2014   23:49:54-User Game.cpp INFO:Inicializado SDL_ttf
11/10/2014   23:49:54-User Game.cpp INFO:Componentes SDL Inicializados!
11/10/2014   23:49:55-User Game.cpp INFO:Comenzando el ciclo de juego
11/10/2014   23:49:55-User Game.cpp INFO:Seteados maximos FPS a: 50
11/10/2014   23:49:55-User Game.cpp INFO:Llamado a metodo de inicializacion
11/10/2014   23:49:55-User Game.cpp INFO:Inicializacion realizada exitosamente
11/10/2014   23:49:56-User Game.cpp INFO:Finalizando ciclo de juego
11/10/2014   23:49:56-User Game.cpp INFO:Llamando a la funcion de cierre
11/10/2014   23:49:56-User Game.cpp INFO:Funcion de cierre finalizada
11/10/2014   23:49:56-User Game.cpp INFO:Cerrando componentes de SDL
11/10/2014   23:49:56-User Game.cpp INFO:Render destruido
11/10/2014   23:49:56-User Game.cpp INFO:Ventana destruida
11/10/2014   23:49:56-User Game.cpp INFO:Fuente cerrada
11/10/2014   23:49:56-User Game.cpp INFO:SDL cerrado: OK
11/10/2014   23:49:56-User Game.cpp INFO:SDL Image cerrado: OK
11/10/2014   23:49:56-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:13:46 -INFO
12/10/2014   00:13:46-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:13:46-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:13:46-User Game.cpp INFO:Ventana creada
12/10/2014   00:13:46-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:13:46-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:13:46-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:13:46-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:13:46-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:13:46-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:13:46-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:13:49-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:13:49-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:13:49-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:13:49-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:13:49-User Game.cpp INFO:Render destruido
12/10/2014   00:13:49-User Game.cpp INFO:Ventana destruida
12/10/2014   00:13:49-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:13:49-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:13:49-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:13:49-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:15:10 -INFO
12/10/2014   00:15:10-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:15:11-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:15:11-User Game.cpp INFO:Ventana creada
12/10/2014   00:15:11-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:15:11-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:15:11-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:15:11-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:15:11-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:15:11-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:15:11-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:15:13-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:15:13-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:15:13-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:15:13-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:15:13-User Game.cpp INFO:Render destruido
12/10/2014   00:15:13-User Game.cpp INFO:Ventana destruida
12/10/2014   00:15:13-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:15:13-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:15:13-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:15:13-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:15:13 -INFO
12/10/2014   00:15:13-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:15:13-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:15:13-User Game.cpp INFO:Ventana creada
12/10/2014   00:15:13-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:15:13-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:15:13-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:15:13-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:15:13-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:15:13-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:15:13-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:15:14-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:15:14-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:15:14-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:15:14-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:15:14-User Game.cpp INFO:Render destruido
12/10/2014   00:15:14-User Game.cpp INFO:Ventana destruida
12/10/2014   00:15:14-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:15:14-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:15:14-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:15:14-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:15:14 -INFO
12/10/2014   00:15:14-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:15:14-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:15:14-User Game.cpp INFO:Ventana creada
12/10/2014   00:15:14-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:15:14-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:15:14-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:15:14-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:15:14-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:15:14-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:15:14-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:15:15-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:15:15-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:15:15-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:15:15-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:15:15-User Game.cpp INFO:Render destruido
12/10/2014   00:15:15-User Game.cpp INFO:Ventana destruida
12/10/2014   00:15:15-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:15:15-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:15:15-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:15:15-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:15:27 -INFO
12/10/2014   00:15:27-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:15:28-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:15:28-User Game.cpp INFO:Ventana creada
12/10/2014   00:15:28-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:15:28-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:15:28-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:15:28-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:15:28-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:15:28-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:15:28-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:15:30-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:15:30-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:15:30-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:15:30-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:15:30-User Game.cpp INFO:Render destruido
12/10/2014   00:15:30-User Game.cpp INFO:Ventana destruida
12/10/2014   00:15:30-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:15:30-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:15:30-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:15:30-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:16:16 -INFO
12/10/2014   00:16:16-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:16:16-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:16:16-User Game.cpp INFO:Ventana creada
12/10/2014   00:16:16-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:16:16-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:16:16-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:16:17-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:16:17-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:16:17-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:16:17-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:16:21-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:16:21-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:16:21-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:16:21-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:16:21-User Game.cpp INFO:Render destruido
12/10/2014   00:16:21-User Game.cpp INFO:Ventana destruida
12/10/2014   00:16:21-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:16:21-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:16:21-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:16:21-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:16:39 -INFO
12/10/2014   00:16:39-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:16:40-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:16:40-User Game.cpp INFO:Ventana creada
12/10/2014   00:16:40-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:16:40-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:16:40-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:16:40-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:16:40-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:16:40-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:16:40-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:16:59-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:16:59-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:16:59-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:16:59-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:16:59-User Game.cpp INFO:Render destruido
12/10/2014   00:16:59-User Game.cpp INFO:Ventana destruida
12/10/2014   00:16:59-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:16:59-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:16:59-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:16:59-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:16:59 -INFO
12/10/2014   00:16:59-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:16:59-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:16:59-User Game.cpp INFO:Ventana creada
12/10/2014   00:16:59-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:16:59-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:16:59-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:16:59-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:16:59-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:16:59-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:16:59-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:17:00-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:17:00-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:17:00-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:17:00-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:17:00-User Game.cpp INFO:Render destruido
12/10/2014   00:17:00-User Game.cpp INFO:Ventana destruida
12/10/2014   00:17:00-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:17:00-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:17:00-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:17:00-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:18:55 -INFO
12/10/2014   00:18:55-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:18:55-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:18:55-User Game.cpp INFO:Ventana creada
12/10/2014   00:18:55-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:18:55-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:18:55-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:18:55-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:18:55-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:18:55-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:18:55-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:18:57-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:18:57-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:18:57-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:18:57-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:18:57-User Game.cpp INFO:Render destruido
12/10/2014   00:18:57-User Game.cpp INFO:Ventana destruida
12/10/2014   00:18:57-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:18:57-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:18:57-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:18:57-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:19:11 -INFO
12/10/2014   00:19:11-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:19:12-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:19:12-User Game.cpp INFO:Ventana creada
12/10/2014   00:19:12-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:19:12-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:19:12-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:19:12-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:19:12-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:19:12-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:19:12-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:19:25-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:19:25-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:19:25-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:19:25-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:19:25-User Game.cpp INFO:Render destruido
12/10/2014   00:19:25-User Game.cpp INFO:Ventana destruida
12/10/2014   00:19:25-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:19:25-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:19:25-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:19:25-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:28:40 -INFO
12/10/2014   00:28:40-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:28:40-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:28:41-User Game.cpp INFO:Ventana creada
12/10/2014   00:28:41-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:28:41-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:28:41-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:28:41-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:28:41-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:28:41-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:28:41-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:28:53-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:28:53-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:28:53-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:28:53-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:28:53-User Game.cpp INFO:Render destruido
12/10/2014   00:28:53-User Game.cpp INFO:Ventana destruida
12/10/2014   00:28:53-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:28:53-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:28:53-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:28:53-User Game.cpp INFO:SDL TTF cerrado: OK
--Inicio de ejecucion--
INFO- 12/10/2014   00:28:53 -INFO
12/10/2014   00:28:53-User Game.cpp INFO:Inicilizando componentes SDL
12/10/2014   00:28:53-User Game.cpp INFO:SDL Initialize: OK
12/10/2014   00:28:54-User Game.cpp INFO:Ventana creada
12/10/2014   00:28:54-User Game.cpp INFO:Inicializado SDL_image
12/10/2014   00:28:54-User Game.cpp INFO:Inicializado SDL_ttf
12/10/2014   00:28:54-User Game.cpp INFO:Componentes SDL Inicializados!
12/10/2014   00:28:54-User Game.cpp INFO:Comenzando el ciclo de juego
12/10/2014   00:28:54-User Game.cpp INFO:Seteados maximos FPS a: 50
12/10/2014   00:28:54-User Game.cpp INFO:Llamado a metodo de inicializacion
12/10/2014   00:28:54-User Game.cpp INFO:Inicializacion realizada exitosamente
12/10/2014   00:28:59-User Game.cpp INFO:Finalizando ciclo de juego
12/10/2014   00:28:59-User Game.cpp INFO:Llamando a la funcion de cierre
12/10/2014   00:28:59-User Game.cpp INFO:Funcion de cierre finalizada
12/10/2014   00:28:59-User Game.cpp INFO:Cerrando componentes de SDL
12/10/2014   00:28:59-User Game.cpp INFO:Render destruido
12/10/2014   00:28:59-User Game.cpp INFO:Ventana destruida
12/10/2014   00:28:59-User Game.cpp INFO:Fuente cerrada
12/10/2014   00:28:59-User Game.cpp INFO:SDL cerrado: OK
12/10/2014   00:28:59-User Game.cpp INFO:SDL Image cerrado: OK
12/10/2014   00:28:59-User Game.cpp INFO:SDL TTF cerrado: OK
